hhid,household_size,access_electricity,education_level,water_source_improved,employed,internet_access,distance_to_hospital,wealth_index,poverty_class,poverty_label
10001,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0209316937334327,1,2
10002,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,1.1986117267495475,0.8245784240839611,0.1085711064602493,0,1
10004,-0.05811468174328171,0.7372336305918931,0.6515517564598249,0.0,0.0,1.1986117267495475,-1.212740924079984,0.1231776752480521,0,1
10005,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0209316937334327,1,2
10008,-0.05811468174328171,-1.3564221143806794,0.6515517564598249,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0063251249456299,2,0
10009,-0.05811468174328171,-1.3564221143806794,-1.4208171969200585,0.0,0.0,1.1986117267495475,-1.212740924079984,-0.0228880126299756,2,0
10010,-0.05811468174328171,-1.3564221143806794,-0.38463272023011674,0.0,0.0,-0.834298528608466,0.8245784240839611,-0.0082814438421728,2,0
10031,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,-0.834298528608466,0.8245784240839611,0.0501448313090382,1,2
10032,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0209316937334327,1,2
10033,-0.04347709613472944,0.7372336305918931,-1.4208171969200585,0.0,0.0,1.1986117267495475,0.8245784240839611,0.0501448313090382,1,2
10034,-0.04347709613472944,-1.3564221143806794,-1.4208171969200585,0.0,0.0,-0.834298528608466,0.8245784240839611,-0.0667077189933839,2,0
10035,-0.05811468174328171,0.7372336305918931,0.6515517564598249,0.0,0.0,1.1986117267495475,0.8245784240839611,0.1523908128236577,0,1
10036,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,1.1986117267495475,0.8245784240839611,0.1085711064602493,0,1
10037,-0.05811468174328171,-1.3564221143806794,-0.38463272023011674,0.0,0.0,-0.834298528608466,0.8245784240839611,-0.0082814438421728,2,0
10038,-0.05811468174328171,-1.3564221143806794,-0.38463272023011674,0.0,0.0,-0.834298528608466,-1.212740924079984,-0.0374945814177783,2,0
10040,-0.05811468174328171,-1.3564221143806794,1.6877362331497665,0.0,0.0,-0.834298528608466,0.8245784240839611,0.0793579688846438,0,1
10051,-0.04347709613472944,-1.3564221143806794,1.6877362331497665,0.0,0.0,-0.834298528608466,0.8245784240839611,0.064751400096841,1,2
10052,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,-0.834298528608466,0.8245784240839611,0.0501448313090382,1,2
10053,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,-0.834298528608466,0.8245784240839611,0.0501448313090382,1,2
10054,-0.05811468174328171,-1.3564221143806794,-1.4208171969200585,0.0,0.0,-0.834298528608466,-1.212740924079984,-0.0813142877811867,2,0
10055,-0.05811468174328171,0.7372336305918931,1.6877362331497665,0.0,0.0,-0.834298528608466,0.8245784240839611,0.1377842440358549,0,1
10056,-0.05811468174328171,-1.3564221143806794,-1.4208171969200585,0.0,0.0,-0.834298528608466,0.8245784240839611,-0.0521011502055811,2,0
10057,-0.05811468174328171,-1.3564221143806794,-0.38463272023011674,0.0,0.0,1.1986117267495475,-1.212740924079984,0.0209316937334327,1,2
10058,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0209316937334327,1,2
10059,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,1.1986117267495475,0.8245784240839611,0.1085711064602493,0,1
10060,-0.05811468174328171,0.7372336305918931,-1.4208171969200585,0.0,0.0,-0.834298528608466,0.8245784240839611,0.0063251249456299,2,0
10061,-0.05811468174328171,-1.3564221143806794,0.6515517564598249,0.0,0.0,-0.834298528608466,0.8245784240839611,0.0355382625212355,1,2
10062,-0.05811468174328171,0.7372336305918931,-1.4208171969200585,0.0,0.0,-0.834298528608466,0.8245784240839611,0.0063251249456299,2,0
10063,0.01507324629947963,0.7372336305918931,0.6515517564598249,0.0,0.0,-0.834298528608466,0.8245784240839611,0.0209316937334327,1,2
10064,-0.05811468174328171,-1.3564221143806794,-1.4208171969200585,0.0,0.0,-0.834298528608466,-1.212740924079984,-0.0813142877811867,2,0
10065,-0.04347709613472944,0.7372336305918931,-1.4208171969200585,0.0,0.0,1.1986117267495475,-1.212740924079984,0.0209316937334327,1,2
10066,-0.04347709613472944,-1.3564221143806794,1.6877362331497665,0.0,0.0,1.1986117267495475,-1.212740924079984,0.0939645376724466,0,1
10067,-0.05811468174328171,-1.3564221143806794,-1.4208171969200585,0.0,0.0,-0.834298528608466,-1.212740924079984,-0.0813142877811867,2,0
10068,-0.028839510526177174,0.7372336305918931,0.6515517564598249,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0355382625212355,1,2
10069,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,-0.834298528608466,0.8245784240839611,0.0501448313090382,1,2
10070,-0.04347709613472944,0.7372336305918931,-1.4208171969200585,0.0,0.0,-0.834298528608466,0.8245784240839611,-0.0082814438421728,2,0
10072,-0.05811468174328171,-1.3564221143806794,1.6877362331497665,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0501448313090382,1,2
10073,-0.05811468174328171,-1.3564221143806794,-0.38463272023011674,0.0,0.0,-0.834298528608466,-1.212740924079984,-0.0374945814177783,2,0
10074,-0.04347709613472944,0.7372336305918931,1.6877362331497665,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0939645376724466,0,1
10075,-0.05811468174328171,0.7372336305918931,-1.4208171969200585,0.0,0.0,-0.834298528608466,0.8245784240839611,0.0063251249456299,2,0
10076,-0.04347709613472944,-1.3564221143806794,1.6877362331497665,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0355382625212355,1,2
10077,-0.04347709613472944,0.7372336305918931,-1.4208171969200585,0.0,0.0,-0.834298528608466,-1.212740924079984,-0.0374945814177783,2,0
10078,18.970746609374668,-1.3564221143806794,-0.38463272023011674,0.0,0.0,-0.834298528608466,0.8245784240839611,-18.99682086798578,2,0
10079,-0.05811468174328171,0.7372336305918931,0.6515517564598249,0.0,0.0,1.1986117267495475,0.8245784240839611,0.1523908128236577,0,1
10080,-0.05811468174328171,-1.3564221143806794,1.6877362331497665,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0501448313090382,1,2
10091,-0.04347709613472944,0.7372336305918931,1.6877362331497665,0.0,0.0,1.1986117267495475,0.8245784240839611,0.1816039503992632,0,1
10092,-0.05811468174328171,-1.3564221143806794,0.6515517564598249,0.0,0.0,1.1986117267495475,-1.212740924079984,0.064751400096841,1,2
10094,-0.05811468174328171,0.7372336305918931,1.6877362331497665,0.0,0.0,1.1986117267495475,0.8245784240839611,0.196210519187066,0,1
10096,-0.028839510526177174,0.7372336305918931,-1.4208171969200585,0.0,0.0,1.1986117267495475,0.8245784240839611,0.0355382625212355,1,2
10097,0.01507324629947963,-1.3564221143806794,-0.38463272023011674,0.0,0.0,1.1986117267495475,-1.212740924079984,-0.0521011502055811,2,0
10099,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,1.1986117267495475,0.8245784240839611,0.1085711064602493,0,1
10100,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0209316937334327,1,2
10102,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,-0.834298528608466,-1.212740924079984,0.0209316937334327,1,2
10103,-0.05811468174328171,0.7372336305918931,-0.38463272023011674,0.0,0.0,1.1986117267495475,-1.212740924079984,0.0793579688846438,0,1
10104,-0.05811468174328171,0.7372336305918931,-1.4208171969200585,0.0,0.0,1.1986117267495475,0.8245784240839611,0.064751400096841,1,2
10105,-0.05811468174328171,0.7372336305918931,0.6515517564598249,0.0,0.0,1.1986117267495475,-1.212740924079984,0.1231776752480521,0,1
10106,-0.05811468174328171,-1.3564221143806794,-1.4208171969200585,0.0,0.0,1.1986117267495475,-1.212740924079984,-0.0228880126299756,2,0
10107,-0.05811468174328171,-1.3564221143806794,-0.38463272023011674,0.0,0.0,1.1986117267495475,-1.212740924079984,0.0209316937334327,1,2
10108,-0.028839510526177174,-1.3564221143806794,-0.38463272023011674,0.0,0.0,1.1986117267495475,-1.212740924079984,-0.0082814438421728,2,0
10109,-0.05811468174328171,-1.3564221143806794,0.6515517564598249,0.0,0.0,1.1986117267495475,0.8245784240839611,0.0939645376724466,0,1
